the	0.00
woman	12.070074081420898
brought	10.862652778625488
the	5.990737438201904
sandwich	14.761292457580566
from	5.615903854370117
the	1.0270947217941284
kitchen	6.638637542724609
tripped	22.282791137695312
on	5.935657501220703
the	1.277332067489624
carpet	8.529988288879395
.	1.4359829425811768
<eos>	-0.0
the	0.00
woman	12.070074081420898
given	11.18307876586914
the	2.1085076332092285
sandwich	16.90015411376953
from	7.4178266525268555
the	1.5490247011184692
kitchen	7.416134834289551
tripped	21.857925415039062
on	5.623769760131836
the	1.5616189241409302
carpet	8.702972412109375
.	1.366590142250061
<eos>	-0.0
the	0.00
woman	12.070074081420898
brought	10.862652778625488
the	5.990737438201904
sandwich	14.761292457580566
from	5.615903854370117
the	1.0270947217941284
kitchen	6.638637542724609
.	2.1989026069641113
<eos>	-0.0
the	0.00
woman	12.070074081420898
given	11.18307876586914
the	2.1085076332092285
sandwich	16.90015411376953
from	7.4178266525268555
the	1.5490247011184692
kitchen	7.416134834289551
.	2.145716428756714
<eos>	-0.0
